steps,task,ep_rew_mean,success
239616,aiming,0.5245022222222222,0.16666666666666666
241664,basketball,0.3689817272727272,0.0
241664,driving,2.1858170384615385,1.0
241664,aiming,0.5160281739130435,0.21739130434782608
243712,basketball,0.424049,0.0
243712,driving,2.20525544,1.0
243712,aiming,0.6487204285714286,0.39285714285714285
245760,basketball,0.416197,0.0
245760,driving,2.339971541666667,1.0
245760,aiming,0.5538459583333334,0.2916666666666667
247808,basketball,0.4042743846153846,0.0
247808,driving,2.3086055172413795,1.0
247808,aiming,0.646056,0.43333333333333335
249856,basketball,0.4236203333333333,0.0
249856,driving,2.2177407058823526,1.0
249856,aiming,0.4522843333333333,0.125
251904,basketball,0.47969586956521737,0.0
251904,driving,2.354490653846154,1.0
251904,aiming,0.5215261428571429,0.23809523809523808
253952,basketball,0.46319165217391306,0.0
253952,driving,2.188443846153846,1.0
253952,aiming,0.599687125,0.375
256000,basketball,0.4046165263157895,0.0
256000,driving,2.3424751304347824,1.0
256000,aiming,0.6089245909090909,0.36363636363636365
258048,basketball,0.4326476206896551,0.0
258048,driving,2.299753416666667,1.0
258048,aiming,0.6130095714285714,0.3333333333333333
260096,basketball,0.45026662962962966,0.0
260096,driving,2.320523043478261,1.0
260096,aiming,0.5662222777777778,0.2777777777777778
262144,basketball,0.48663641935483876,0.0
262144,driving,2.396977666666667,1.0
262144,aiming,0.5883802916666666,0.3333333333333333
264192,basketball,0.3948121111111111,0.0
264192,driving,2.3687195238095238,1.0
264192,aiming,0.6176847619047618,0.47619047619047616
266240,basketball,0.42770232,0.0
266240,driving,2.22945488,1.0
266240,aiming,0.574685,0.25925925925925924
268288,basketball,0.39616321428571427,0.0
268288,driving,2.2153632083333332,1.0
268288,aiming,0.6050015238095238,0.42857142857142855
270336,basketball,0.457777125,0.0
270336,driving,2.2580587000000003,1.0
270336,aiming,0.6110365999999999,0.36
272384,basketball,0.40657348,0.0
272384,driving,2.3386521304347823,1.0
272384,aiming,0.50441585,0.15
274432,basketball,0.4398502857142857,0.0
274432,driving,2.1884245,1.0
274432,aiming,0.528920064516129,0.1935483870967742
276480,basketball,0.5059769,0.0
276480,driving,2.3203832857142856,1.0
276480,aiming,0.6245723333333333,0.36666666666666664
278528,basketball,0.46312790000000004,0.0
278528,driving,2.2971054166666667,1.0
278528,aiming,0.6025661904761905,0.2857142857142857
280576,basketball,0.42017475,0.0
280576,driving,2.367971136363636,1.0
280576,aiming,0.4547652,0.12
282624,basketball,0.4577636363636364,0.0
282624,driving,2.2846421599999998,1.0
282624,aiming,0.6659687272727273,0.48484848484848486
284672,basketball,0.4851686785714286,0.0
284672,driving,2.367609157894737,1.0
284672,aiming,0.5923052857142856,0.32142857142857145
286720,basketball,0.4277645714285714,0.0
286720,driving,2.2870619629629627,1.0
286720,aiming,0.6035974583333333,0.3333333333333333
288768,basketball,0.41554021428571425,0.0
288768,driving,2.338593869565217,1.0
288768,aiming,0.6069371578947368,0.42105263157894735
290816,basketball,0.452026875,0.0
290816,driving,2.3218006333333334,1.0
290816,aiming,0.5527507368421053,0.2631578947368421
292864,basketball,0.4937261363636363,0.0
292864,driving,2.2092740833333333,1.0
292864,aiming,0.506680923076923,0.3076923076923077
294912,basketball,0.4514518333333333,0.0
294912,driving,2.287043125,1.0
294912,aiming,0.56829725,0.375
296960,basketball,0.4041748666666667,0.0
296960,driving,2.2307001935483872,1.0
296960,aiming,0.5265015185185186,0.3333333333333333
299008,basketball,0.44164593333333335,0.0
299008,driving,2.1732746666666665,1.0
299008,aiming,0.4491315294117647,0.17647058823529413
301056,basketball,0.5156352,0.0
301056,driving,2.320733875,1.0
301056,aiming,0.5424802916666667,0.25
303104,basketball,0.5314368076923077,0.0
303104,driving,2.251148269230769,1.0
303104,aiming,0.5195919473684211,0.21052631578947367
305152,basketball,0.4384066153846154,0.0
305152,driving,2.263972095238095,1.0
305152,aiming,0.6349193103448275,0.41379310344827586
307200,basketball,0.513273,0.0
307200,driving,2.3856366,1.0
307200,aiming,0.5186955333333333,0.16666666666666666
309248,basketball,0.38450976,0.0
309248,driving,2.257160208333333,1.0
309248,aiming,0.6100885769230768,0.38461538461538464
311296,basketball,0.4952773142857143,0.0
311296,driving,2.423616210526316,1.0
311296,aiming,0.6507191739130435,0.4782608695652174
313344,basketball,0.4608318928571428,0.0
313344,driving,2.376320739130435,1.0
313344,aiming,0.6099544117647059,0.29411764705882354
315392,basketball,0.38548895238095243,0.0
315392,driving,2.3650350476190476,1.0
315392,aiming,0.57838848,0.24
317440,basketball,0.4646286,0.0
317440,driving,2.3124721739130436,1.0
317440,aiming,0.6344471071428571,0.39285714285714285
319488,basketball,0.49838076000000003,0.0
319488,driving,2.2394453076923075,1.0
319488,aiming,0.6079474,0.4
321536,basketball,0.4746898666666667,0.0
321536,driving,2.2286042,1.0
321536,aiming,0.68204368,0.48
323584,basketball,0.5492176000000001,0.0
323584,driving,2.3068064782608695,1.0
323584,aiming,0.6045352173913043,0.391304347826087
325632,basketball,0.49177,0.0
325632,driving,2.2504558260869563,1.0
325632,aiming,0.4856519523809524,0.14285714285714285
327680,basketball,0.5150061379310344,0.0
327680,driving,2.2022949499999998,1.0
327680,aiming,0.5434105555555555,0.2222222222222222
329728,basketball,0.3902466363636364,0.0
329728,driving,2.27984464,1.0
329728,aiming,0.5876181851851852,0.3333333333333333
331776,basketball,0.47537644,0.0
331776,driving,2.2517444615384616,1.0
331776,aiming,0.5840823333333333,0.2916666666666667
333824,basketball,0.5600703333333333,0.0
333824,driving,2.3215882,1.0
333824,aiming,0.6209238461538462,0.38461538461538464
335872,basketball,0.5493446666666667,0.0
335872,driving,2.2674447407407405,1.0
335872,aiming,0.5363335,0.25
337920,basketball,0.517696625,0.0
337920,driving,2.272839064516129,1.0
337920,aiming,0.5523503684210527,0.2631578947368421
339968,basketball,0.516206962962963,0.0
339968,driving,2.25752645,1.0
339968,aiming,0.6068088846153846,0.3076923076923077
342016,basketball,0.4430425,0.0
342016,driving,2.258912,1.0
342016,aiming,0.642573,0.3793103448275862
344064,basketball,0.48724207407407405,0.0
344064,driving,2.3918465,1.0
344064,aiming,0.51953372,0.16
346112,basketball,0.4897711,0.0
346112,driving,2.295563217391304,1.0
346112,aiming,0.5452052962962962,0.18518518518518517
348160,basketball,0.42443934782608694,0.0
348160,driving,2.279250916666667,1.0
348160,aiming,0.6268119615384615,0.4230769230769231
350208,basketball,0.4688120689655172,0.0
350208,driving,2.3672875909090907,1.0
350208,aiming,0.6853707857142857,0.4642857142857143
352256,basketball,0.4501906521739131,0.0
352256,driving,2.272929153846154,1.0
352256,aiming,0.7014144999999999,0.5
354304,basketball,0.51719625,0.0
354304,driving,2.286251703703704,1.0
354304,aiming,0.539693588235294,0.23529411764705882
356352,basketball,0.532208074074074,0.0
356352,driving,2.288188037037037,1.0
356352,aiming,0.60310552,0.4
358400,basketball,0.6069891666666667,0.0
358400,driving,2.341803714285714,1.0
358400,aiming,0.5025775185185185,0.2222222222222222
360448,basketball,0.50910872,0.0
360448,driving,2.2822722499999997,1.0
360448,aiming,0.6809951428571429,0.47619047619047616
362496,basketball,0.5606117391304347,0.0
362496,driving,2.323290181818182,1.0
362496,aiming,0.5517972333333333,0.23333333333333334
364544,basketball,0.4704727857142857,0.0
364544,driving,2.306041233333333,1.0
364544,aiming,0.618763875,0.3333333333333333
366592,basketball,0.5415309090909091,0.0
366592,driving,2.3356207,1.0
366592,aiming,0.5842450476190476,0.2857142857142857
368640,basketball,0.585832375,0.0
368640,driving,2.1293330769230767,0.9615384615384616
368640,aiming,0.557008,0.2857142857142857
370688,basketball,0.54588464,0.0
370688,driving,2.361758125,1.0
370688,aiming,0.5818754814814815,0.37037037037037035
372736,basketball,0.5351019565217391,0.0
372736,driving,2.3184338749999998,1.0
372736,aiming,0.6239112592592592,0.37037037037037035
374784,basketball,0.53783459375,0.0
374784,driving,2.3513952631578947,1.0
374784,aiming,0.5656002173913043,0.30434782608695654
376832,basketball,0.5344114210526316,0.0
376832,driving,2.3326794166666667,1.0
376832,aiming,0.4816865909090909,0.22727272727272727
378880,basketball,0.5171152903225807,0.0
378880,driving,2.3594583181818183,1.0
378880,aiming,0.5807992608695652,0.30434782608695654
380928,basketball,0.5793082333333334,0.0
380928,driving,2.2094708181818183,1.0
380928,aiming,0.5804039333333333,0.3
382976,basketball,0.438147625,0.0
382976,driving,2.2787362333333334,1.0
382976,aiming,0.5471738125,0.25
385024,basketball,0.5398973666666667,0.0
385024,driving,2.2694322,1.0
385024,aiming,0.5021459230769231,0.11538461538461539
387072,basketball,0.4966625862068965,0.0
387072,driving,2.2542640416666666,1.0
387072,aiming,0.5707249545454546,0.22727272727272727
389120,basketball,0.5483108,0.0
389120,driving,2.22110464516129,1.0
389120,aiming,0.6986849374999999,0.5
391168,basketball,0.5642349999999999,0.0
391168,driving,2.2564170833333335,1.0
391168,aiming,0.6100770833333333,0.3333333333333333
393216,basketball,0.446603,0.0
393216,driving,2.347759766666667,1.0
393216,aiming,0.6494197333333334,0.4
395264,basketball,0.5493442777777777,0.0
395264,driving,2.34387448,1.0
395264,aiming,0.5762141538461538,0.3076923076923077
397312,basketball,0.508919875,0.0
397312,driving,2.25787948,1.0
397312,aiming,0.5981176923076923,0.2692307692307692
399360,basketball,0.5253478928571428,0.0
399360,driving,2.335446375,1.0
399360,aiming,0.5288290952380953,0.14285714285714285
401408,basketball,0.5714828399999999,0.0
401408,driving,2.3489256296296297,1.0
401408,aiming,0.7003317199999999,0.52
403456,basketball,0.47946025,0.0
403456,driving,2.3531039545454546,1.0
403456,aiming,0.7032146785714285,0.4642857142857143
405504,basketball,0.5570081739130435,0.0
405504,driving,2.240430909090909,1.0
405504,aiming,0.6396114848484848,0.42424242424242425
407552,basketball,0.5378758095238095,0.0
407552,driving,2.213992482758621,1.0
407552,aiming,0.6301302222222221,0.37037037037037035
409600,basketball,0.5183784347826087,0.0
409600,driving,2.2314274583333336,1.0
409600,aiming,0.6318244137931034,0.3448275862068966
411648,basketball,0.5398858214285714,0.0
411648,driving,2.3806687037037033,1.0
411648,aiming,0.6731470476190475,0.5714285714285714
413696,basketball,0.5246164285714285,0.0
413696,driving,2.308469185185185,1.0
413696,aiming,0.6013620769230769,0.38461538461538464
415744,basketball,0.5108984642857143,0.0
415744,driving,2.401346666666667,1.0
415744,aiming,0.66246634375,0.4375
417792,basketball,0.4724676666666667,0.0
417792,driving,2.3114566111111112,1.0
417792,aiming,0.6517137407407406,0.37037037037037035
419840,basketball,0.579819894736842,0.0
419840,driving,2.3262300454545457,1.0
419840,aiming,0.5529134324324324,0.2972972972972973
421888,basketball,0.5088975769230769,0.0
421888,driving,2.3254454814814816,1.0
421888,aiming,0.5968456666666666,0.3333333333333333
423936,basketball,0.55364848,0.0
423936,driving,2.2754406333333335,1.0
423936,aiming,0.5287446842105263,0.10526315789473684
425984,basketball,0.58512308,0.0
425984,driving,2.3941718333333335,1.0
425984,aiming,0.5220847916666667,0.20833333333333334
428032,basketball,0.5414582380952381,0.0
428032,driving,2.3242697666666667,1.0
428032,aiming,0.5480303181818181,0.22727272727272727
430080,basketball,0.4836870384615385,0.0
430080,driving,2.1816884782608694,1.0
430080,aiming,0.608271652173913,0.30434782608695654
432128,basketball,0.5192811481481482,0.0
432128,driving,2.241553,1.0
432128,aiming,0.7535035238095238,0.6190476190476191
434176,basketball,0.5993387567567567,0.0
434176,driving,2.150139619047619,1.0
434176,aiming,0.6640423181818181,0.45454545454545453
436224,basketball,0.5448503,0.0
436224,driving,2.3254433199999998,1.0
436224,aiming,0.7059991388888889,0.5
438272,basketball,0.598309625,0.0
438272,driving,2.3276880869565217,1.0
438272,aiming,0.5484895769230769,0.34615384615384615
440320,basketball,0.5426293125,0.0
440320,driving,2.2218228499999997,1.0
440320,aiming,0.6608753076923077,0.46153846153846156
442368,basketball,0.55764795,0.0
442368,driving,2.3078558928571424,1.0
442368,aiming,0.6140520689655172,0.3448275862068966
444416,basketball,0.511939,0.0
444416,driving,2.371365304347826,1.0
444416,aiming,0.6377090769230769,0.38461538461538464
446464,basketball,0.532745172413793,0.0
446464,driving,2.3241008125000002,1.0
446464,aiming,0.6284862352941176,0.35294117647058826
448512,basketball,0.5480103461538461,0.0
448512,driving,2.21717604,1.0
448512,aiming,0.6607835862068966,0.4482758620689655
450560,basketball,0.62260396,0.0
450560,driving,2.3361912222222223,1.0
450560,aiming,0.7028583125,0.5
452608,basketball,0.5181046153846154,0.0
452608,driving,2.2150440000000002,1.0
452608,aiming,0.6413596333333333,0.36666666666666664
454656,basketball,0.5237007368421053,0.0
454656,driving,2.306000608695652,1.0
454656,aiming,0.5856527333333333,0.3
456704,basketball,0.5669842903225806,0.0
456704,driving,2.499455826086957,1.0
456704,aiming,0.7712647826086957,0.6086956521739131
458752,basketball,0.5482358461538461,0.0
458752,driving,2.1988843214285714,1.0
458752,aiming,0.6696804545454546,0.45454545454545453
460800,basketball,0.5493319999999999,0.0
460800,driving,2.302628785714286,1.0
460800,aiming,0.5961905,0.35
462848,basketball,0.5601642380952381,0.0
462848,driving,2.2795579615384614,1.0
462848,aiming,0.6475536896551723,0.41379310344827586
464896,basketball,0.6031421666666666,0.0
464896,driving,2.3561485,1.0
464896,aiming,0.6368358148148148,0.4074074074074074
466944,basketball,0.6889523157894737,0.0
466944,driving,2.2691184516129033,1.0
466944,aiming,0.7016018181818182,0.5454545454545454
468992,basketball,0.5986872799999999,0.0
468992,driving,2.3880370588235293,1.0
468992,aiming,0.6462736052631579,0.3684210526315789
471040,basketball,0.6061441785714285,0.0
471040,driving,2.3554895454545455,1.0
471040,aiming,0.6637132592592593,0.4444444444444444
473088,basketball,0.586438,0.0
473088,driving,2.2870326666666667,1.0
473088,aiming,0.68768615625,0.5
475136,basketball,0.6082027647058823,0.0
475136,driving,2.3640822647058823,1.0
475136,aiming,0.70703845,0.5
477184,basketball,0.5408378695652174,0.0
