steps,ep_rew_mean,success_rate
113664,0.5637891162790698,0.3023255813953488
114688,0.6628359591836736,0.4489795918367347
115712,0.5351739069767442,0.27906976744186046
116736,0.5313685777777778,0.26666666666666666
117760,0.5929382608695652,0.32608695652173914
118784,0.5123637045454545,0.29545454545454547
119808,0.5455819069767441,0.27906976744186046
120832,0.5693745909090909,0.2727272727272727
121856,0.6166293749999999,0.4166666666666667
122880,0.672200294117647,0.49019607843137253
123904,0.5220954047619047,0.23809523809523808
124928,0.6080385106382978,0.3617021276595745
125952,0.6700239215686274,0.49019607843137253
126976,0.6527449183673469,0.46938775510204084
128000,0.5408197804878049,0.3170731707317073
129024,0.5655122142857143,0.2857142857142857
130048,0.6319614166666666,0.375
131072,0.6802723846153846,0.4807692307692308
132096,0.6241502708333333,0.4583333333333333
133120,0.5780140888888888,0.3333333333333333
134144,0.6231431666666667,0.4375
135168,0.6995071346153845,0.5
136192,0.580556,0.3695652173913043
137216,0.5724430681818181,0.3181818181818182
138240,0.6615462941176471,0.43137254901960786
139264,0.6252879787234042,0.40425531914893614
140288,0.6027552040816326,0.42857142857142855
141312,0.6350606875,0.4583333333333333
142336,0.6038406304347825,0.391304347826087
143360,0.6811841632653061,0.46938775510204084
144384,0.6433089599999999,0.4
145408,0.6089314666666666,0.4444444444444444
146432,0.5710027872340425,0.3404255319148936
147456,0.6061462888888889,0.28888888888888886
148480,0.6241806304347827,0.41304347826086957
149504,0.6635732653061225,0.4489795918367347
150528,0.5954487446808511,0.3617021276595745
151552,0.5974886808510639,0.3829787234042553
152576,0.5715781999999999,0.35555555555555557
153600,0.5733023636363636,0.3409090909090909
154624,0.6410107708333334,0.375
155648,0.6367682040816326,0.40816326530612246
156672,0.6419138163265306,0.42857142857142855
157696,0.689284862745098,0.47058823529411764
158720,0.6269695217391305,0.32608695652173914
159744,0.6713805399999999,0.44
160768,0.6955065098039216,0.5294117647058824
161792,0.6144662391304347,0.34782608695652173
162816,0.5696038095238095,0.2619047619047619
163840,0.6274264893617022,0.40425531914893614
164864,0.5671610952380952,0.30952380952380953
165888,0.636122,0.40425531914893614
166912,0.6042069111111111,0.4
167936,0.5870734318181818,0.3181818181818182
168960,0.5968219772727272,0.29545454545454547
169984,0.6635083,0.46
171008,0.6360905510204082,0.40816326530612246
172032,0.5948005625,0.375
173056,0.6844442941176471,0.47058823529411764
174080,0.7054420384615384,0.4807692307692308
175104,0.7288104629629629,0.5555555555555556
176128,0.644609125,0.5
177152,0.6484136041666667,0.4375
178176,0.6668648999999999,0.48
179200,0.6638410408163266,0.4489795918367347
180224,0.6541472244897959,0.40816326530612246
181248,0.6068769347826087,0.3695652173913043
182272,0.548934880952381,0.2619047619047619
183296,0.6360574375,0.375
184320,0.6762149411764705,0.5098039215686274
185344,0.67389646,0.48
186368,0.6454607755102041,0.4489795918367347
187392,0.6520667659574467,0.40425531914893614
188416,0.677420306122449,0.4897959183673469
189440,0.6711914693877551,0.4489795918367347
190464,0.681291411764706,0.47058823529411764
191488,0.6989594117647059,0.5098039215686274
192512,0.7178575576923076,0.5384615384615384
193536,0.6239187555555555,0.3333333333333333
194560,0.6954802499999999,0.5
195584,0.6247226444444445,0.37777777777777777
196608,0.696242431372549,0.47058823529411764
197632,0.7071781153846153,0.5
198656,0.733494425925926,0.5555555555555556
199680,0.6495831020408163,0.4897959183673469
200704,0.6028332888888889,0.4
201728,0.6554313617021277,0.44680851063829785
202752,0.69046606,0.46
203776,0.7181538148148148,0.5370370370370371
204800,0.71157056,0.54
205824,0.6738595306122449,0.46938775510204084
206848,0.7377566851851852,0.5925925925925926
207872,0.6680833958333333,0.4166666666666667
208896,0.7151465,0.5370370370370371
209920,0.6935334999999999,0.5
210944,0.6966393673469388,0.42857142857142855
211968,0.7352574716981132,0.6037735849056604
212992,0.6822366862745098,0.5294117647058824
214016,0.6154744,0.35555555555555557
215040,0.6896357291666666,0.4375
216064,0.7344622363636364,0.5636363636363636
217088,0.7158173461538462,0.5
218112,0.6973523673469387,0.4897959183673469
219136,0.6849506530612245,0.4489795918367347
220160,0.7422094528301886,0.5471698113207547
221184,0.67668728,0.46
222208,0.6127083636363636,0.29545454545454547
223232,0.6344861304347826,0.391304347826087
224256,0.7169862307692308,0.5576923076923077
225280,0.6494591304347825,0.3695652173913043
226304,0.6822327959183673,0.5102040816326531
227328,0.6456642222222222,0.4
228352,0.662413744680851,0.425531914893617
229376,0.706293,0.5272727272727272
230400,0.7397356037735849,0.5471698113207547
231424,0.6801043125,0.4166666666666667
232448,0.6957396666666666,0.5098039215686274
233472,0.7714908928571429,0.6428571428571429
234496,0.71625826,0.52
235520,0.7012947500000001,0.5
236544,0.7039935199999999,0.5
237568,0.7440872222222222,0.5925925925925926
238592,0.7656035535714285,0.6071428571428571
239616,0.6110562954545454,0.36363636363636365
240640,0.6901204799999999,0.5
241664,0.7473433148148148,0.6296296296296297
242688,0.6958410599999999,0.52
243712,0.7765212363636362,0.6545454545454545
244736,0.7600216181818182,0.6181818181818182
245760,0.7199230980392156,0.5098039215686274
246784,0.781088125,0.6428571428571429
247808,0.7267104814814814,0.5185185185185185
248832,0.7531133818181818,0.6181818181818182
249856,0.7407505384615385,0.5769230769230769
250880,0.72083354,0.52
251904,0.712479387755102,0.5306122448979592
252928,0.7506743518518518,0.6111111111111112
253952,0.795597,0.6896551724137931
254976,0.830044453125,0.765625
256000,0.7462090576923076,0.5961538461538461
257024,0.702254469387755,0.4897959183673469
258048,0.7500387857142857,0.625
259072,0.7185382857142857,0.5102040816326531
260096,0.7773068245614035,0.6491228070175439
261120,0.7290902499999999,0.5576923076923077
262144,0.768172074074074,0.6296296296296297
263168,0.7094406274509804,0.5098039215686274
264192,0.7795580000000001,0.6491228070175439
265216,0.7681913928571429,0.625
266240,0.7706872181818182,0.6181818181818182
267264,0.7803648727272727,0.6545454545454545
268288,0.7720088363636363,0.6181818181818182
269312,0.7649876785714286,0.625
270336,0.7772793818181818,0.6363636363636364
271360,0.7640687777777778,0.6111111111111112
272384,0.8124057049180328,0.7213114754098361
273408,0.7758170357142857,0.6428571428571429
274432,0.7711626363636364,0.6181818181818182
275456,0.740048862745098,0.5686274509803921
276480,0.7758638214285715,0.6428571428571429
277504,0.8020779322033899,0.711864406779661
278528,0.7656472,0.6363636363636364
279552,0.73004134,0.56
280576,0.7835050862068965,0.6551724137931034
281600,0.7876121578947368,0.6666666666666666
282624,0.7810461785714286,0.6428571428571429
283648,0.7529835283018868,0.5849056603773585
284672,0.70955698,0.52
285696,0.7630126415094339,0.6415094339622641
286720,0.7756211249999999,0.625
287744,0.7455218653846154,0.5769230769230769
288768,0.7898917142857143,0.6785714285714286
289792,0.7518919259259259,0.5740740740740741
290816,0.7727132909090909,0.6181818181818182
291840,0.8156267166666666,0.7166666666666667
292864,0.7652100357142857,0.625
293888,0.7787519454545454,0.6363636363636364
