steps,ep_rew_mean,success_rate
65536,0.5717527674418604,0.27906976744186046
66560,0.6619639423076923,0.46153846153846156
67584,0.5928104545454546,0.3409090909090909
68608,0.5476042608695653,0.32608695652173914
69632,0.661687625,0.4375
70656,0.509441511627907,0.20930232558139536
71680,0.5407127391304347,0.3695652173913043
72704,0.6434413265306123,0.3877551020408163
73728,0.5644515106382979,0.2978723404255319
74752,0.5880326170212765,0.3617021276595745
75776,0.62683275,0.375
76800,0.6244779591836734,0.3877551020408163
77824,0.5069749318181818,0.22727272727272727
78848,0.5972997659574468,0.3191489361702128
79872,0.5651042093023256,0.32558139534883723
80896,0.5521005909090909,0.29545454545454547
81920,0.6178903958333334,0.3333333333333333
82944,0.6113119607843137,0.39215686274509803
83968,0.5580242857142858,0.23809523809523808
84992,0.5537058863636364,0.25
86016,0.599352829787234,0.3829787234042553
87040,0.5683403404255319,0.2978723404255319
88064,0.5822745777777777,0.35555555555555557
89088,0.5985904166666667,0.375
90112,0.6238245531914893,0.3829787234042553
91136,0.5798108478260869,0.32608695652173914
92160,0.5471331363636364,0.3409090909090909
93184,0.5817855111111111,0.3333333333333333
94208,0.5639879347826087,0.32608695652173914
95232,0.5742743260869565,0.2826086956521739
96256,0.5482246818181818,0.22727272727272727
97280,0.5974827391304348,0.34782608695652173
98304,0.5818742391304348,0.3695652173913043
99328,0.6316706382978724,0.44680851063829785
100352,0.5456222,0.28888888888888886
101376,0.5921834186046512,0.3953488372093023
102400,0.5622888222222222,0.37777777777777777
103424,0.5077961463414634,0.24390243902439024
104448,0.5693798695652174,0.30434782608695654
105472,0.5601071555555556,0.35555555555555557
106496,0.5294496363636364,0.2727272727272727
107520,0.5302804,0.26666666666666666
108544,0.5745460222222222,0.3333333333333333
109568,0.6291402291666667,0.375
110592,0.5516255909090909,0.2727272727272727
111616,0.5764745957446809,0.2978723404255319
112640,0.5026397142857143,0.30952380952380953
113664,0.6033971458333333,0.3125
114688,0.6687735686274511,0.49019607843137253
115712,0.5660462222222222,0.3111111111111111
116736,0.5976515454545455,0.36363636363636365
117760,0.5806147391304348,0.32608695652173914
